trip_id,driver_id,rider_id,device_id,pickup_location,dropoff_location,distance_km,fare_amount,payment_method,pickup_time,dropoff_time,fraud_flag,fraud_type
755,e6090190-f1e8-49d1-a7c8-513ca606bf50,216140e9-69b5-4b5c-87a3-5e5fe972c7da,51fa8ff2-6703-4431-9e7b-3cbf55b74a58,"28.622421639610575,77.26685308306347","28.621793310127366,77.27524387047745",0.84,7.9,cash,2025-07-02 07:53:14.063912,2025-07-02 08:52:14.063912,0,legit
756,a6c5d074-0687-42c6-ac6f-378de47b9e9d,3742131c-4ce3-425b-bfd7-e7d097363af0,7cb83dec-a294-4139-9cf3-1872d8e11734,"28.523655659705458,77.25638191931624","28.682554199801068,77.32159712282552",17.18,159.39,cash,2025-07-18 02:33:03.429611,2025-07-18 02:40:03.429611,0,legit
757,4972a48d-d941-4d2f-9e1e-2d15a6a1c9f7,e4325fe8-43b4-42db-973d-e348686bb957,5c322518-2936-4407-b49b-5852a48d494e,"28.660448472161338,77.17819613128758","28.591223678773726,77.17828100009584",6.92,72.08,wallet,2025-07-23 23:37:44.092992,2025-07-23 23:47:44.092992,0,legit
758,c88d9e4e-c039-48e5-a309-d36c663af32b,c65d071f-36de-4955-b3b6-b08bbddeebfd,2df8c317-0326-4ad0-bb37-a4f273b4e17b,"28.65572472629852,77.20627762440562","28.668070689321137,77.1524589503196",5.52,53.14,card,2025-08-15 14:05:42.430450,2025-08-15 14:29:42.430450,0,legit
759,3695d9d0-d4cb-4643-bf3a-9edb09e8167d,f9f5f94b-6766-4458-b1cb-32e209dc9d16,f7befb25-7358-40b5-a252-2be262761b6a,"28.51338081889502,77.2289755589068","28.663839020947037,77.18971225856019",15.55,160.08,card,2025-08-08 15:49:18.385862,2025-08-08 16:36:18.385862,0,legit
760,fraud_driver_456,fraud_rider_123,c22daf29-bef9-4553-8e39-191ce88913b4,"28.560253253077956,77.13893518715504","28.69176009094525,77.18115676095894",13.81,130.4,wallet,2025-07-30 18:54:53.579906,2025-07-30 18:59:53.579906,1,short_high_fare
761,27518234-9848-4e2a-8923-15d75f47a3a5,f12239c6-6db5-43c9-adbb-aa1fa6919851,0fe6bbe3-639c-4c3e-9fa4-88ee8a6a52c8,"28.53804494010012,77.25854048601234","28.701126042373836,77.2251991354598",16.65,162.82,card,2025-09-06 15:29:00.572810,2025-09-06 15:48:00.572810,0,legit
762,55eaada8-9cac-46f8-9612-c33896ed59ca,54c67a02-bdf8-4386-a22a-a1edca42401a,d814a455-a39d-4250-8e52-e36a3f00826a,"28.633203487648075,77.14743001455363","28.63899897027967,77.26807130396273",12.08,128.18,cash,2025-07-09 16:52:57.718020,2025-07-09 17:46:57.718020,0,legit
763,a2e55223-8c2d-4ce3-a7f3-8fbd1d210606,343c3f00-2e89-4b3e-8e5b-58bca04b271f,3b063e2c-ec77-4260-8b44-abefbcf0a0e5,"28.595356092168924,77.17501936986342","28.57933831477348,77.32395787469336",14.98,176.78,wallet,2025-07-26 07:31:08.308123,2025-07-26 08:09:08.308123,0,legit
764,b4399f00-9aed-41f6-a4f0-59d0791c7c46,7b1881f3-1840-4be0-bc36-63d96f6dbf3a,f9d95386-71ef-407d-b168-73183cb8cea5,"28.694420482417005,77.15776322197458","28.58575442321184,77.31913721413058",19.46,164.33,cash,2025-08-16 07:33:16.459864,2025-08-16 07:54:16.459864,0,legit
765,fb470080-5433-471e-a581-fc262d4f28b8,728783dd-afe3-4bb7-9df2-fddcda9a3516,a50ec6bf-da7a-48cd-8ef2-d1b713ef82be,"28.606039180548354,77.29843759611293","28.70747678095671,77.29394998569862",10.15,113.68,card,2025-08-10 23:48:07.719285,2025-08-11 00:21:07.719285,0,legit
766,8fe5efc3-b565-47a6-bc2f-70ce059639f2,86ed6350-7d95-49c9-81fe-ac8b5d411001,824ab9b2-afbc-43c7-963d-58ebb1dc16c4,"28.57443933115393,77.23808524929179","28.707478029604673,77.15526332199767",15.67,155.68,cash,2025-07-11 17:13:21.936065,2025-07-11 17:31:21.936065,0,legit
767,56ffbab4-4a96-484a-9066-1e56db2b7ec5,aa75be2d-5298-498b-8bb6-a4065b36cc76,7b7ff258-1fd0-4be8-a259-ed60fa1dd013,"28.606792594576646,77.31473451979346","28.553444275474792,77.15953991560544",16.41,196.3,cash,2025-08-12 07:55:45.641557,2025-08-12 08:15:45.641557,0,legit
768,b4f9fd88-c88e-450e-8e7d-549c2b7a9574,a0a13bf0-5caf-4fd5-8e72-33a5a54f9255,162137d7-f561-4e1b-82e5-262100a55ebc,"28.565838398882825,77.30513597032026","28.683748963262378,77.19276639480574",16.29,194.63,card,2025-07-18 09:20:08.772897,2025-07-18 09:46:08.772897,0,legit
769,677275c2-751e-4f86-865c-62ec4a68b746,7a250c44-97cf-431e-b5f2-5b50cc1a45f4,fcbd0acf-eb18-4f0f-bfab-112b759f0103,"28.640315820044517,77.287108340939","28.57499154573522,77.24991541998197",7.52,68.41,card,2025-08-05 05:15:51.005040,2025-08-05 05:44:51.005040,0,legit
770,0ef0fce5-c2dd-4f0f-a384-1560f8ebace1,362fb8a8-6642-4ebd-b1a7-78d1b298bba1,57da3dbf-94be-4120-acd1-c736a62fbe1a,"28.62597864368672,77.23210764757518","28.694371097808936,77.27672789510217",8.17,96.83,wallet,2025-08-11 18:08:48.329567,2025-08-11 18:56:48.329567,0,legit
771,ae556fa8-ddd8-4392-9781-db27bd1ef703,9db284f4-a21a-4afc-a65a-81c7f79148af,86291e89-56fe-49eb-b84b-e8d14b294895,"28.58746454003531,77.17828466901594","28.659718495040845,77.16214389004215",0.35,598.48,wallet,2025-08-08 10:56:31.952211,2025-08-08 11:07:31.952211,1,short_high_fare
772,5cdf40d5-c46e-474e-bf6c-5035f5f09733,6ba30055-07a4-422f-ac9a-2db6398d33c0,65bb9cfc-752b-45b2-82f6-fd90571f3bb3,"28.571765882400843,77.28991753873312","28.70517956541515,77.14314310045637",19.83,183.59,card,2025-06-28 00:56:26.891593,2025-06-28 01:20:26.891593,0,legit
773,ac1dd9ac-7150-4587-b573-5a17782ca935,2ce731c2-77e5-4a13-b1f9-33217692e1ad,088427db-0c1c-442c-b2fc-3f2c6b5895a8,"28.582161205432914,77.28674417062666","28.599681767812594,77.2742205990866",2.15,21.87,cash,2025-06-23 05:51:30.155098,2025-06-23 06:06:30.155098,0,legit
774,ebf26ea0-fc7a-47eb-be8b-eb9eec48b2f5,05ca79e7-018b-4845-bf8d-f8a0955fffc9,3be57cbd-e856-42a4-acd4-1fb13edbbc47,"28.514653560681467,77.23346058898058","28.662158637724456,77.13132127043534",17.94,185.88,cash,2025-07-03 07:11:56.610441,2025-07-03 07:16:56.610441,0,legit
775,ce177122-e712-490e-867d-59a53744966e,4dcbbc2b-e69e-4a37-9c15-0ab14713db14,e38b74c9-da0a-404d-a3c0-85dc2b9a05b9,"28.67682657700198,77.15222513431004","28.63015033146194,77.27672335233771",13.3,159.44,wallet,2025-08-14 00:52:53.616630,2025-08-14 01:27:53.616630,0,legit
776,ec9487fc-26a7-48d2-82b2-7aea0e12b4e6,d9961032-8a8d-4b0e-8f1f-505a13bdfb57,5ea2e657-f44e-47fb-b85a-2aca00a95da8,"28.617031653048024,77.30379150976911","28.697739604759864,77.2083427295277",12.5,114.32,cash,2025-06-17 05:17:30.328198,2025-06-17 05:55:30.328198,0,legit
777,3b6996df-cc93-487c-bbb2-01bfe7dad197,78561149-aadf-4737-8adf-ec860623c9e7,c3c37048-11d1-4a02-b006-6f4c1e0796fc,"28.64145707220046,77.16766799445075","28.654331194031478,77.20925986612343",4.35,44.09,card,2025-07-06 22:14:35.338657,2025-07-06 22:58:35.338657,0,legit
778,5512e9c2-cdad-418f-a025-80aa9463a9e2,0cdb2caa-368b-424e-a586-1033f2a292d6,4ed8c55a-6784-47ed-b04d-487e328f79ae,"28.604039525363696,77.17927177185332","28.649733100886284,77.16689615759455",4.73,47.06,cash,2025-07-26 16:56:43.410149,2025-07-26 17:44:43.410149,0,legit
779,4ec539b6-edb6-452e-955e-ead2df6c93cf,c1757144-ee8a-478e-8c8d-53437abd0bed,4663dbfe-6817-4815-828b-ede7389f838f,"28.5826222545348,77.28057589641153","28.590048147623236,77.16879219411712",11.2,121.05,wallet,2025-08-20 18:06:08.182402,2025-08-20 18:16:08.182402,0,legit
780,f5498f22-1424-41aa-bd01-17daa399c4e2,c7fff078-7a99-455a-ac29-40ced5fc5112,421950d3-1260-481f-a26e-a614795d33b0,"28.67144221383501,77.31626728275765","28.520725631971676,77.13440902605159",23.62,278.88,cash,2025-08-13 21:37:02.303640,2025-08-13 21:57:02.303640,0,legit
781,39f9eebd-c96e-4aa3-a209-a098980e9ccf,a5b3c616-b06e-477f-8c53-7236d73762bd,da29e7f8-0509-4fad-a31c-e14ceeb7ff61,"28.669347999975948,77.22814063731687","28.54363158117198,77.23167987940037",12.58,128.76,wallet,2025-07-11 05:01:10.298788,2025-07-11 05:11:10.298788,0,legit
782,8efb5fa3-bbfe-40ee-b729-c9b3a8cce3f0,c0915d58-d0b1-4a60-bd91-2d2490d8e212,abba04c9-2457-412b-89a5-7266d6f0b994,"28.610033353518936,77.26425736429248","28.583396337404075,77.17996678793963",0.36,482.13,cash,2025-09-06 16:30:57.357176,2025-09-06 17:13:57.357176,1,short_high_fare
783,e58e6468-3b7f-43c2-bced-08419cb189e7,631a46a8-964a-4c8f-b4c8-13d3938da8a4,0b764db6-1373-4bbb-9c9d-943e5c113507,"28.606895020846036,77.14694763902438","28.683741920891325,77.18235931563387",8.46,98.3,cash,2025-08-01 04:44:06.968322,2025-08-01 05:06:06.968322,0,legit
784,3f125f7f-902a-4d2f-986c-aefaabb42866,91ae4abe-203b-43eb-97c9-0213f3c3af07,a1a7e8c4-7e52-46ea-8bf2-68c5cd808d56,"28.63317576870042,77.2291831671498","28.700680280708834,77.27165462691883",7.98,73.25,cash,2025-07-05 16:06:00.042313,2025-07-05 16:13:00.042313,0,legit
785,d3e6307e-1665-487f-9aa9-6f40d0e82f49,ff138507-92c5-4b7f-abbe-2081cfb77d32,c06d32b6-427e-42ab-9d47-6c700eb722d9,"28.68770551140482,77.1884800525741","28.70379630653975,77.16442136173883",2.89,29.44,card,2025-07-25 13:39:55.200751,2025-07-25 13:45:55.200751,0,legit
786,232ae9f0-71ac-4098-a085-5d55fa2375cf,c85988a8-ca70-457a-830e-13a070ee432a,08d120e5-7f08-4f8f-8f97-27caecce36e9,"28.681238684590237,77.20910309108994","28.52993335423958,77.27183977433566",16.38,167.35,wallet,2025-09-07 19:32:58.179134,2025-09-07 20:04:58.179134,0,legit
787,a0f59cb1-ecca-4bed-8ab4-5db7eb528856,ee2600d1-ca7b-457b-9707-7aba345a24af,af4910a9-3883-4439-bd50-7da3cc36b2e5,"28.59883165113723,77.18091335006967","28.615639416346706,77.29688022965158",11.72,120.95,wallet,2025-07-08 05:10:21.602132,2025-07-08 06:04:21.602132,0,legit
788,2af17f8c-0f15-45d9-84b4-86488a5bb1d4,214c0587-317c-4fee-a5f8-05c20cb1706e,b5afc84f-8fd6-4fe8-8b97-dcf6da79da5a,"28.67378504323551,77.17417725696204","28.56865910487718,77.28023049846134",14.93,119.76,wallet,2025-06-25 11:58:42.747808,2025-06-25 12:43:42.747808,0,legit
789,102f02b2-bb60-42d2-861f-03ea218a1eb4,96adcd5a-c444-4a5e-a671-3aab9910dace,2370ade4-37c0-4803-8e7e-9d790c76cac0,"28.548922997529356,77.32783420101417","28.629058421993555,77.24462880515772",11.55,119.94,cash,2025-07-20 18:23:15.625514,2025-07-20 19:14:15.625514,0,legit
790,b5f39641-cdf2-4b64-9f01-7e41fc5a909c,b4c41491-852b-4042-9210-32802edc4bad,4816976b-f25c-4a89-8bb2-bb5713758f51,"28.676557052699778,77.29138198973239","28.569204917839084,77.2742655436121",10.87,106.09,cash,2025-07-24 21:05:31.838248,2025-07-24 21:31:31.838248,0,legit
791,329d4f20-488e-4046-b721-667eb18a62ae,ec12a4f1-a548-405d-a7dd-501ec7b8e341,aa7e8d51-93e7-4665-abe5-bc77dee3bcaf,"28.590431720489732,77.23189231580947","28.58541249265481,77.23791148206308",0.78,8.99,card,2025-07-05 19:23:14.623981,2025-07-05 19:43:14.623981,0,legit
792,b708b551-c09a-4d8f-b1e0-2e4ae2c2f310,f593cc35-6672-45b9-ace3-bc1af51fd371,a3eda630-9d87-401c-bce1-b0fbde3118f6,"28.527015258989714,77.25821644201943","28.574111898130003,77.27349871396072",4.95,49.93,card,2025-08-04 09:25:51.631699,2025-08-04 10:22:51.631699,0,legit
793,5bb70876-4ac0-494f-bbff-7266f216977d,22593041-a9f6-42dd-a485-b98b7c56f461,shared_device_999,"28.565227607599883,77.2055482464549","28.61961658509869,77.17093269670887",6.45,73.07,wallet,2025-06-29 04:28:52.255759,2025-06-29 04:42:52.255759,1,device_reuse
794,9d772bd3-6ea9-41c5-923a-8b9674083afb,8b328ec8-ffc5-41ae-a139-13fd3e2e8ad9,c9adea96-2fb1-472f-8a9f-794ed2d43e50,"28.690161678770124,77.2744277524819","28.695835507929058,77.256418881128",1.89,22.21,card,2025-09-09 16:48:41.803093,2025-09-09 17:34:41.803093,0,legit
795,5b9a0764-ba93-444e-abc1-3b9a2ae05897,97630419-d52d-4e2d-a166-1e230d652d59,075cb038-3295-4fe3-a193-465e9d329005,"28.689529088857107,77.15784335668717","28.6860132955068,77.25948978331772",10.17,111.74,wallet,2025-06-20 13:04:56.298066,2025-06-20 14:01:56.298066,0,legit
796,c21ac6ef-72fe-4dc6-9d8f-219e8accf41b,f1a54c82-5735-48bb-b59e-c582062534e2,09664c43-37a4-4651-a44b-03739a4fda17,"28.572994130498856,77.15451174627286","28.531594073863296,77.14728091175385",4.2,43.7,card,2025-08-30 12:51:07.229342,2025-08-30 13:09:07.229342,0,legit
797,16b50eea-8461-4b69-8150-d35bb7fc3e97,fc252b3d-01f1-4202-9ec2-914caee44c3e,999f68dd-e6f3-43e9-afca-71f2ce6ecedb,"28.557898580572637,77.21628983629174","28.56375994248136,77.26426495585761",4.83,46.73,wallet,2025-07-17 02:41:40.627774,2025-07-17 03:03:40.627774,0,legit
798,265cf796-cb49-44af-b922-86bba6670dab,45b5c108-4312-4475-9e02-66dacb1bfdf3,24119d62-dbca-4cc2-a80b-cde1815a1c1d,"28.649213241020803,77.16961232344178","28.52980292553684,77.16076145256261",11.97,123.29,wallet,2025-07-28 02:13:53.930239,2025-07-28 02:52:53.930239,0,legit
799,18ace388-29a1-4930-afb3-65c7c518c4bd,65581174-5260-45be-a398-cb295812b5ef,99e3aa10-d629-444b-8e84-888fce9c9590,"28.58423093058024,77.27456460419319","28.667822106484135,77.16097942645817",14.1,127.39,wallet,2025-08-31 00:23:38.700109,2025-08-31 00:36:38.700109,0,legit
800,f9b5088f-c687-4e7c-8971-ffa5f2e89912,242276b9-9304-4fdd-ac41-d9a08dedec22,d28fde30-551f-4b74-9db6-28129f7847d9,"28.676820712416795,77.29957644511043","28.57784865557962,77.30561130296657",9.92,105.27,card,2025-08-06 22:28:31.420090,2025-08-06 22:49:31.420090,0,legit
801,5d4d0213-0a44-443e-a806-5cd46f30981e,30b87154-cf4c-4a39-819f-88a7ee9c36fb,92044c97-5639-4b71-b762-8da4b0668496,"28.675322937774144,77.16098603930651","28.68632031831579,77.13582316623324",2.75,32.76,card,2025-08-03 05:46:48.316773,2025-08-03 06:11:48.316773,0,legit
802,50723601-31b7-4f9f-b4ad-b21c37647eb9,5b43979a-5834-474e-8470-5d31b54f8a3f,ac2e135d-50ab-4d17-a836-e57b85200520,"28.650993941704673,77.23525094586881","28.564443187410212,77.13896377463335",12.95,119.99,wallet,2025-07-12 09:40:57.009457,2025-07-12 10:26:57.009457,0,legit
803,c4a21659-422c-4f28-8ede-6f27865e0675,6144508f-17bf-4591-9496-6b9fae7869dc,99e2b008-8c44-4320-8041-7dfe35062b7e,"28.57926577457033,77.26858926082694","28.650330639921382,77.1694574501088",12.2,133.1,cash,2025-08-17 11:22:35.764580,2025-08-17 12:11:35.764580,0,legit
804,61bcc85f-c431-4327-9dba-ec33556f5412,3a7b8b44-b23b-4c3b-8aea-228f1381340d,9734daf1-dffd-405a-af7a-26879b67a3be,"28.69162491720373,77.2992074673078","28.611602334757862,77.28633849663386",0.36,636.62,cash,2025-06-21 04:01:38.593488,2025-06-21 04:43:38.593488,1,device_reuse
805,6f4c0b28-94c3-4eb3-b4d9-5db4f77697a9,a812e32a-1972-4b5a-b123-17f386d2db8d,25542e84-4d40-4111-9ed4-63ea987e65a9,"28.686765504927404,77.26616319512031","28.701469278312242,77.15552118927975",11.16,95.03,card,2025-08-22 16:06:19.846281,2025-08-22 16:24:19.846281,0,legit
806,ce68f765-1663-4690-b686-9966daa00128,71b6103f-ffd7-40b7-b2c2-a555c10bc245,f8d9fe0a-d2e9-4f6a-824e-085e933ec178,"28.595216964478844,77.25535651776157","28.681627848490574,77.25039634974887",8.66,69.71,wallet,2025-08-11 05:51:56.413770,2025-08-11 06:39:56.413770,0,legit
807,53d3e2d7-295d-4b77-91b6-7240dc9fdbd6,e16664b8-beae-4593-a881-a3e2f396267f,090d0ff9-514d-4605-a378-20635a9023ce,"28.53866060009954,77.32997818285676","28.57612567800684,77.32348933026105",3.8,44.04,cash,2025-08-21 00:11:35.331874,2025-08-21 01:11:35.331874,0,legit
808,77178e3a-6a6c-4009-bb49-04f6e98b44c8,eb28c1de-be76-4dfe-947a-9c641fa3261a,023ffe04-b862-4beb-8947-cf17e25f67c4,"28.689609179979758,77.29301144809813","28.634061682617038,77.24187000756295",7.55,84.81,wallet,2025-06-18 12:54:02.521819,2025-06-18 13:25:02.521819,0,legit
809,db35e214-ad88-410a-9010-edc0c09ef117,972241a3-3a1c-437f-9bba-d7c84272c00f,1fd0c828-24e7-4661-88ce-e88fcefaf962,"28.606754439183742,77.2187661549531","28.530310077739998,77.30211958147694",11.31,93.82,card,2025-08-22 15:13:50.352548,2025-08-22 16:11:50.352548,0,legit
810,36b2d133-8445-4a3a-baa8-6dad5ebe4a30,6347a2b9-f699-468f-b715-8856e0de4704,d613a297-7696-4203-937c-3225c11860d4,"28.610386861264132,77.2390954423764","28.55865685665295,77.3016990752309",8.12,67.8,card,2025-07-15 12:05:58.227667,2025-07-15 12:48:58.227667,0,legit
811,d18c363f-7e09-4886-8887-59358bc928dd,4fb3a88f-6f71-487b-9a30-fff4cd79f0a0,851aa093-36ac-4bef-813c-c38ac79bdb26,"28.612801370737575,77.32006413993983","28.621590263932752,77.25191348541496",6.87,60.18,wallet,2025-08-20 14:49:19.951953,2025-08-20 15:32:19.951953,0,legit
812,93602052-9d4a-4a48-82de-3318a122ca83,529d5a4f-e1f7-4f16-8bf2-08ccdb753302,ac9489c2-2fcd-43ea-ade2-8d5b9e215c9b,"28.620102574213846,77.22935554445564","28.64636609962852,77.24613518627827",3.12,33.79,wallet,2025-08-13 13:42:32.075542,2025-08-13 13:56:32.075542,0,legit
813,73c2e7fd-c078-4c53-a6d6-ac12e40632ec,00b35fcf-407f-4792-958e-dda9c4d631c5,5cf27897-a68e-433a-8936-6e8f579b9197,"28.64764965292392,77.25530118521866","28.66256638398017,77.21473220874185",4.32,45.39,cash,2025-08-07 13:43:38.290336,2025-08-07 14:01:38.290336,0,legit
814,9a050d43-25ff-4575-91de-3d4849d2457e,fc1474ff-dad8-4a47-be78-8d8bbc76e4a9,ff275f5e-353a-4f85-b054-ff2928875a97,"28.698877971493,77.19226382879904","28.686672948372937,77.28260356915716",9.12,81.65,wallet,2025-09-06 02:39:21.758199,2025-09-06 03:24:21.758199,0,legit
815,d481a5ec-f65d-453f-a73c-97f3e1f04aaf,eadaa514-0a93-43c8-8729-0d5e2b288a63,shared_device_999,"28.521604782318143,77.30231600179664","28.55826705530945,77.24257845442997",7.01,75.65,cash,2025-08-24 14:44:43.883143,2025-08-24 15:16:43.883143,1,short_high_fare
816,4178b1b9-22a9-4163-8235-18f27765f598,63d2f290-68c6-492d-abb9-e22134cdaf1f,20377967-13b9-4254-9108-eb374369bd6a,"28.5638936483684,77.22702496808206","28.686409227014963,77.165270831163",13.72,118.17,wallet,2025-08-18 11:34:04.412652,2025-08-18 12:05:04.412652,0,legit
817,0d5b9042-5cd5-4f79-9abf-efb20b98efe7,b5a215ff-d643-443e-9dc8-586c394a61cd,58c4ad37-94b5-406d-8ce8-74e27a9eabff,"28.641051577190154,77.20725126417634","28.570653884633106,77.30946113984513",12.41,134.82,card,2025-06-20 08:35:07.495608,2025-06-20 08:52:07.495608,0,legit
818,1d3e22f3-a6af-4c3e-bb45-fe4847472858,74e8fae2-5c75-421c-8eb4-3a7a3d7d2229,c380baa3-44ed-4f1c-b7bd-8339ce232aa8,"28.60878768900318,77.3200042036377","28.643676181826883,77.21081646410973",11.46,124.82,card,2025-07-04 13:16:00.713377,2025-07-04 13:43:00.713377,0,legit
819,50c3ce47-7c5a-4679-9f33-e6a32b871306,2b70cee3-e2f9-4584-852a-52f6abf9e3c0,3a5679cd-feed-4279-9029-7a5fc47a0771,"28.525118763242787,77.24395129040772","28.51683876849753,77.30911084549334",6.57,76.49,wallet,2025-09-09 18:46:36.179876,2025-09-09 18:55:36.179876,0,legit
820,42f6a0c3-b7f2-4e83-bfb3-a7daf0537069,1bc59380-1788-4c1b-819c-c8ac2ce80c39,5367ea5a-affc-4080-a17b-33022eda3077,"28.64802965630139,77.208943751134","28.672616036657445,77.25567145566369",5.28,61.75,card,2025-08-02 20:55:05.466168,2025-08-02 21:29:05.466168,0,legit
821,e4dc44e0-5970-4848-8dab-a8f73708bbea,5f348834-48d3-4739-949d-b115488c08c6,bb6e51a1-7856-45ac-885e-36807430ad0f,"28.652959526423263,77.2966113230396","28.644024342568986,77.27886040178683",1.99,19.43,wallet,2025-09-02 11:01:39.709307,2025-09-02 11:39:39.709307,0,legit
822,0bb364ae-cf63-4486-a0ba-f4815fc85290,f929fcf6-2f31-4213-ab8f-f3b97f849858,6df5c160-2e37-4175-ac3b-e551d6b6fae2,"28.681277154533703,77.22890109690763","28.552239478634583,77.30354658731238",14.91,122.62,card,2025-08-27 17:00:36.703420,2025-08-27 17:57:36.703420,0,legit
823,6ec67f49-16a8-432c-8c54-9e72c6c1f133,1cd56f66-49b0-4e81-9129-d89644942cbd,ecd9ed79-adfe-4299-b410-fb8d2366d39a,"28.65645561244657,77.27543249951361","28.552818392209623,77.20013264487528",12.81,151.15,card,2025-07-02 19:04:41.697374,2025-07-02 20:01:41.697374,0,legit
824,f050f468-3a68-411b-8f65-ec2d342c881e,9db4b230-a3db-42fe-9a15-08db85385e46,cb9c3ef4-3ebe-49aa-8f42-09857a0a304d,"28.67053076932664,77.23398327804847","28.603279787475813,77.16573296604138",9.58,80.52,cash,2025-07-21 02:40:12.829561,2025-07-21 03:33:12.829561,0,legit
825,8b233e09-74f8-4c51-9363-06464cbc2774,20a372a6-b97a-41dd-9652-54a54ba9f417,fddcf833-b783-4031-9f35-2cfc13e00f6b,"28.65766282622411,77.25160499999215","28.67543755680832,77.32522207550883",7.57,68.77,cash,2025-06-30 04:07:46.538901,2025-06-30 04:31:46.538901,0,legit
826,2aa1f08d-2c25-446a-8180-07ab424c0a51,05e28df9-6df2-4c3d-a26d-42fe78f5838e,a220dee5-b0c1-493f-ab1b-1b914ef9ef8a,"28.649163185585365,77.13943860204566","28.608424065760122,77.21207320915458",0.33,786.51,wallet,2025-07-15 01:30:35.025825,2025-07-15 01:51:35.025825,1,device_reuse
827,aec1aebd-f3f0-4ea6-b8d0-1b5efddb9d31,6c0c29d3-aa97-4943-92ed-6f8a4eccb704,2fb8d45f-337a-4644-80cf-46dcc0e896e5,"28.657323861297037,77.20084602774526","28.571084641344342,77.19802240145685",8.63,92.31,cash,2025-07-27 17:45:55.059734,2025-07-27 18:43:55.059734,0,legit
828,0ead9982-c3f2-47e0-bd2f-2639a6190728,868af080-84b7-4b1c-bfc0-d30a245ac160,c4d97847-506d-44bd-84a8-3c3cf9786df4,"28.60840166294437,77.15018528192533","28.679718172553102,77.14017678202529",7.2,78.31,cash,2025-06-24 08:18:22.518734,2025-06-24 09:11:22.518734,0,legit
829,7b70afb6-9bd8-49bb-8884-d78fc2087df1,c22d96b8-fa56-4e12-9732-a32b8d4a24f9,232a646d-e50c-449a-a054-07b10612b598,"28.64185629470725,77.18224936906562","28.650922658177606,77.17281943266349",1.31,13.4,wallet,2025-07-18 23:33:45.244392,2025-07-19 00:30:45.244392,0,legit
830,e82c928a-fb0a-4e0c-86bf-a6c697bc6ed9,cc2d36aa-4c77-4c76-baec-fe6fcdf23a0f,342c9cdd-7fc6-41ea-b148-5b0d3bee4318,"28.5162344806829,77.22822287235017","28.517251078760122,77.26501667221689",3.68,41.06,wallet,2025-07-02 13:48:01.427992,2025-07-02 13:58:01.427992,0,legit
831,82d6d69b-d047-496a-8877-349dc72bc205,73ff28d1-137a-4f03-af5a-b0c7994ff405,e5364ba1-8db4-46db-ae0b-b5a573e49b64,"28.557941828808467,77.14683471307174","28.64020709332813,77.29372710863949",16.84,166.72,wallet,2025-06-22 13:37:55.901290,2025-06-22 13:57:55.901290,0,legit
832,a45cbd65-52be-4dcd-ab0d-3ad4e6dc5678,c6c32531-2281-4e9c-9f51-cadf60ca817d,f058f1f6-d94f-4582-b460-960ca886eb4e,"28.5531774468036,77.25571903952054","28.527391387556634,77.29873242706044",5.02,56.2,wallet,2025-08-06 16:45:22.811141,2025-08-06 17:30:22.811141,0,legit
833,4c7fcc14-3595-48a7-b9e7-b85819f9b11f,133c86f6-514e-4aab-ba59-7301d59c23a5,c1596b7a-0a25-476e-b7ac-1e70bfb95ac8,"28.650773662001313,77.1349279211678","28.521969875993296,77.19294844674296",14.13,135.71,cash,2025-06-21 12:22:38.749676,2025-06-21 13:18:38.749676,0,legit
834,410402cb-dd0a-4ac5-9fbc-1d6d99b3bd2b,d57823df-b4d0-43f6-bd10-07a56446eefb,3092f666-2463-4368-a7fd-012c6b1beb3d,"28.62817051553026,77.16889601087759","28.545149575147402,77.14444078457228",8.65,103.05,wallet,2025-09-03 13:35:41.023938,2025-09-03 14:27:41.023938,0,legit
835,0e18360e-0d66-4041-a435-7636c2f6721c,cbb3feac-d041-44b9-b6cf-9a6c6b724b18,07942f98-9ad3-4852-a4d9-3fe4b1e41beb,"28.622948300961394,77.20500205304315","28.523168334590395,77.1355855645613",12.16,130.55,wallet,2025-06-15 16:21:31.897423,2025-06-15 16:30:31.897423,0,legit
836,44e9ccf3-40fc-47de-9779-3561faea7c5d,7a307434-5614-48ec-8c12-9af6641161f4,acb16a12-a321-43c3-abce-29e59888a621,"28.515079847914993,77.147843367288","28.69464703157008,77.16124139226554",18.01,168.91,wallet,2025-07-07 02:15:31.343146,2025-07-07 03:12:31.343146,0,legit
837,fraud_driver_456,fraud_rider_123,5d2637c5-c10e-4c21-affe-62d389948273,"28.633934555375138,77.3123971570696","28.5370553386358,77.21507997645304",13.73,146.43,card,2025-07-29 23:38:09.920971,2025-07-30 00:33:09.920971,1,rider_driver_repeat
838,929bbf19-6fb4-4d43-91b8-40a65a4f929d,fad324ed-2c97-4fb7-b33b-3fbc66567819,b7b34a87-2839-4466-b1fb-2f2e8dbc3ffe,"28.64846066640661,77.23942058210766","28.68735223111942,77.22658888679136",4.1,34.57,cash,2025-07-20 11:03:57.272073,2025-07-20 11:34:57.272073,0,legit
839,906f0f0f-5be8-49a8-bd8f-38e45039ac5c,b66d9525-aab6-4368-89fe-5ac197a94e67,3809084e-8c27-4315-aef6-64901fd2595a,"28.597683199131293,77.19172937785581","28.554773091642925,77.3191150624078",13.44,143.91,card,2025-06-30 16:06:51.693389,2025-06-30 16:11:51.693389,0,legit
